Associated Gene Name	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Band	Transcript count	Gene Biotype	Status (gene)
Ubac2	ENSMUSG00000041765	14	121878606	122021034	1	E5	1	protein_coding	KNOWN
Gm15614	ENSMUSG00000085234	5	32507184	32651065	-1	B1	1	antisense	NOVEL
Tmem91	ENSMUSG00000061702	7	25669139	25675166	-1	A3	6	protein_coding	KNOWN
Gm7700	ENSMUSG00000083721	X	44862880	44863849	1	A4	1	pseudogene	KNOWN
Gm16092	ENSMUSG00000089714	1	85511133	85527161	-1	C5	1	lincRNA	NOVEL
Fam134b	ENSMUSG00000022270	15	25843264	25973687	1	B1	2	protein_coding	KNOWN
9030418K01Rik	ENSMUSG00000070476	2	178414524	178424428	1	H4	2	protein_coding	KNOWN
Gm2420	ENSMUSG00000082305	5	32724352	32736194	1	B1	1	pseudogene	KNOWN
6720489N17Rik	ENSMUSG00000072066	13	62605190	62607499	-1	B3	1	protein_coding	KNOWN
Rpl3	ENSMUSG00000060036	15	80077781	80083406	-1	E1	1	protein_coding	KNOWN
C87499	ENSMUSG00000038330	4	88627320	88634411	-1	C4	5	protein_coding	KNOWN
Pqlc1	ENSMUSG00000034006	18	80253292	80292725	1	E3	11	protein_coding	KNOWN
Cypt4	ENSMUSG00000047995	9	24625185	24625827	1	A4	1	protein_coding	KNOWN
Rpl35a-ps5	ENSMUSG00000093885	5	33075995	33076411	1	B1	2	pseudogene	KNOWN
Olfr1392	ENSMUSG00000050959	11	49293297	49294314	1	B1.2	1	protein_coding	KNOWN
Gpr18	ENSMUSG00000050350	14	121911435	121915774	-1	E5	1	protein_coding	KNOWN
Gm3604	ENSMUSG00000091183	13	62773608	62777089	-1	B3	1	protein_coding	KNOWN
Sec14l1	ENSMUSG00000020823	11	117115168	117159268	1	E2	6	protein_coding	KNOWN
Gm15936	ENSMUSG00000081022	5	33126802	33127261	1	B1	1	pseudogene	KNOWN
Gm12428	ENSMUSG00000082185	3	98821038	98821764	1	F2.2	1	pseudogene	KNOWN
Tbx20	ENSMUSG00000031965	9	24720812	24774303	-1	A4	2	protein_coding	KNOWN
Fbp2	ENSMUSG00000021456	13	62836884	62858400	-1	B3	1	protein_coding	KNOWN
Gm7592	ENSMUSG00000090186	1	85526600	85569200	1	C5	3	pseudogene	KNOWN
Kcnk18	ENSMUSG00000040901	19	59219648	59237370	1	D3	1	protein_coding	KNOWN
Polr3f	ENSMUSG00000027427	2	144527718	144541995	1	G1	7	protein_coding	KNOWN
Pla2g5	ENSMUSG00000041193	4	138799244	138863482	-1	D3	9	protein_coding	KNOWN
AC124316.1	ENSMUSG00000093922	17	87920977	87921393	1	E4	1	protein_coding	NOVEL
B9d2	ENSMUSG00000063439	7	25681158	25686558	1	A3	1	protein_coding	KNOWN
Slc18a2	ENSMUSG00000025094	19	59260878	59296012	1	D3	1	protein_coding	KNOWN
Gm10300	ENSMUSG00000070717	4	132074697	132076992	1	D2.3	1	protein_coding	KNOWN
9430031J16Rik	ENSMUSG00000054976	1	81076950	81341764	1	C5	5	protein_coding	KNOWN
Syngr1	ENSMUSG00000022415	15	80091334	80119501	1	E1	4	protein_coding	KNOWN
Oprd1	ENSMUSG00000050511	4	132110726	132144486	-1	D2.3	1	protein_coding	KNOWN
Tgfb1	ENSMUSG00000002603	7	25687002	25705077	1	A3	3	protein_coding	KNOWN
Gm14606	ENSMUSG00000080764	X	45403691	45404845	-1	A4	1	pseudogene	KNOWN
Gpr183	ENSMUSG00000051212	14	121952331	121965193	-1	E5	1	protein_coding	KNOWN
Gm16094	ENSMUSG00000090103	1	85599286	85599839	1	C5	1	antisense	NOVEL
Gm14605	ENSMUSG00000081129	X	45497853	45498874	-1	A4	1	pseudogene	KNOWN
Gm10552	ENSMUSG00000073628	1	85604085	85611896	-1	C5	3	pseudogene	KNOWN
Dem1	ENSMUSG00000028629	4	120921196	120925017	-1	D2.2	4	protein_coding	KNOWN
Gm5386	ENSMUSG00000082886	X	45546931	45549380	-1	A4	1	pseudogene	KNOWN
Zfp622	ENSMUSG00000052253	15	25984366	25998482	1	B1	1	protein_coding	KNOWN
Npat	ENSMUSG00000033054	9	53537047	53574342	1	A5.3	2	protein_coding	KNOWN
Gm17017	ENSMUSG00000090246	1	85641222	85650585	-1	C5	1	antisense	NOVEL
Gm14652	ENSMUSG00000084158	X	45786326	45786560	-1	A4	1	pseudogene	KNOWN
Gm16341	ENSMUSG00000087538	1	86275509	86301375	-1	C5	1	antisense	NOVEL
Gm14653	ENSMUSG00000084000	X	46126999	46128531	1	A4	1	pseudogene	KNOWN
Pdzd8	ENSMUSG00000074746	19	59296084	59345780	-1	D3	1	protein_coding	KNOWN
C130036L24Rik	ENSMUSG00000073627	1	86359574	86373791	1	C5	2	lincRNA	NOVEL
4930515L19Rik	ENSMUSG00000085157	X	46267559	46328911	-1	A4	1	antisense	NOVEL
Rps12-ps3	ENSMUSG00000067038	19	59322290	59322783	1	D3	1	protein_coding	KNOWN
Gm6136	ENSMUSG00000084106	1	86908762	86909703	-1	C5	2	pseudogene	KNOWN
Ccdc97	ENSMUSG00000002608	7	25711106	25719088	-1	A3	9	protein_coding	KNOWN
March11	ENSMUSG00000022269	15	26309048	26409576	1	B1	4	protein_coding	KNOWN
Timm8a2	ENSMUSG00000071229	14	122034674	122038420	1	E5	1	protein_coding	KNOWN
Vps26a	ENSMUSG00000020078	10	62454843	62486805	-1	B4	2	protein_coding	KNOWN
Dctn5	ENSMUSG00000030868	7	122133041	122149044	1	F2	4	protein_coding	KNOWN
Pacs1	ENSMUSG00000024855	19	5133688	5273119	-1	A	1	protein_coding	KNOWN
Msh6	ENSMUSG00000005370	17	87975050	87990883	1	E4	1	protein_coding	KNOWN
Lta4h	ENSMUSG00000015889	10	93453396	93484896	1	C2	1	protein_coding	KNOWN
Gm12431	ENSMUSG00000082089	3	98842871	98843038	-1	F2.2	1	pseudogene	KNOWN
Fbp1	ENSMUSG00000069805	13	62864753	62888282	-1	B3	3	protein_coding	KNOWN
Olfr10	ENSMUSG00000057168	11	49317548	49318489	1	B1.2	1	protein_coding	KNOWN
Gm14654	ENSMUSG00000081551	X	46361460	46361906	1	A4	1	pseudogene	KNOWN
Gm7722	ENSMUSG00000082204	X	46535855	46536625	-1	A4	1	pseudogene	KNOWN
Ppp2r5b	ENSMUSG00000024777	19	6227765	6235872	-1	A	3	protein_coding	KNOWN
Steap1	ENSMUSG00000015652	5	5736317	5749326	-1	A1	2	protein_coding	KNOWN
Gm12432	ENSMUSG00000083577	3	98846339	98846524	-1	F2.2	1	pseudogene	KNOWN
Cdh26	ENSMUSG00000039155	2	178430531	178487366	1	H4	3	protein_coding	KNOWN
Emx2	ENSMUSG00000043969	19	59458690	59465357	1	D3	3	protein_coding	KNOWN
Prss56	ENSMUSG00000036480	1	87183493	87188404	1	C5	2	lincRNA	KNOWN
Pfn2	ENSMUSG00000027805	3	57841895	57847564	-1	D	4	protein_coding	KNOWN
Pde5a	ENSMUSG00000053965	3	122729158	122859374	1	G1	1	protein_coding	KNOWN
5033423K11Rik	ENSMUSG00000081618	5	33141801	33142427	-1	B1	1	pseudogene	KNOWN
Olfr1391	ENSMUSG00000096909	11	49327411	49328348	1	B1.2	1	protein_coding	KNOWN
Tm9sf2	ENSMUSG00000025544	14	122107038	122159604	1	E5	3	protein_coding	KNOWN
Gm20465	ENSMUSG00000092275	5	33293614	33311150	-1	B1	1	lincRNA	NOVEL
Gm12433	ENSMUSG00000082589	3	98846506	98846760	1	F2.2	1	pseudogene	KNOWN
Gm16535	ENSMUSG00000089821	1	87264481	87265174	-1	C5	1	antisense	KNOWN
Gm10059	ENSMUSG00000059064	5	33759366	33759536	1	B2	2	pseudogene	KNOWN
Gcom1	ENSMUSG00000092137	9	71479325	71592265	-1	D	4	protein_coding	NOVEL
Gm17181	ENSMUSG00000091123	1	87514175	87514297	1	D	1	pseudogene	KNOWN
2010111I01Rik	ENSMUSG00000021458	13	63014934	63326096	1	B3	3	protein_coding	KNOWN
Gm15513	ENSMUSG00000086291	5	34211810	34213802	-1	B2	1	sense_intronic	NOVEL
1700023A16Rik	ENSMUSG00000030292	6	146850104	146871406	1	G3	4	protein_coding	KNOWN
Fbxo11	ENSMUSG00000005371	17	87990859	88065291	-1	E4	4	protein_coding	KNOWN
Rab11fip2	ENSMUSG00000040022	19	59902884	59943654	-1	D3	3	protein_coding	KNOWN
Plk1	ENSMUSG00000030867	7	122159437	122169875	1	F2	1	protein_coding	KNOWN
Hnrnpul1	ENSMUSG00000040725	7	25721498	25754730	-1	A3	2	protein_coding	KNOWN
Gm15522	ENSMUSG00000085166	5	34650718	34652477	1	B2	1	lincRNA	NOVEL
H2-Bl	ENSMUSG00000073406	17	36064975	36084223	-1	B1	11	polymorphic_pseudogene	KNOWN
Ifna13	ENSMUSG00000063376	4	88643641	88644459	-1	C4	2	protein_coding	KNOWN
A930033C23Rik	ENSMUSG00000093526	5	35396819	35400019	-1	B2	1	antisense	NOVEL
Sf3b2	ENSMUSG00000024853	19	5273923	5295455	-1	A	1	protein_coding	KNOWN
5730437C11Rik	ENSMUSG00000085121	3	98935644	98941256	-1	F2.2	1	lincRNA	PUTATIVE
Gm13280	ENSMUSG00000078355	4	88675915	88676924	-1	C4	1	protein_coding	NOVEL
Gm12440	ENSMUSG00000086833	3	99049822	99053742	1	F2.2	1	lincRNA	NOVEL
Plk-ps1	ENSMUSG00000083907	5	35554184	35555971	1	B2	1	pseudogene	KNOWN
Ern2	ENSMUSG00000030866	7	122169893	122186216	-1	F2	1	protein_coding	KNOWN
Gm14609	ENSMUSG00000083499	X	47380433	47381334	-1	A4	1	pseudogene	KNOWN
Olfr1390	ENSMUSG00000045421	11	49340534	49341469	1	B1.2	1	protein_coding	KNOWN
4930591A17Rik	ENSMUSG00000039138	2	179414936	179416882	1	H4	1	protein_coding	KNOWN
Ifna2	ENSMUSG00000078354	4	88682881	88683912	-1	C4	1	protein_coding	KNOWN
Gm12441	ENSMUSG00000083888	3	99100567	99101154	-1	F2.2	1	pseudogene	KNOWN
4931431C16Rik	ENSMUSG00000055061	5	35581227	35588763	-1	B3	1	lincRNA	KNOWN
Fbxl7	ENSMUSG00000043556	15	26543084	26895049	-1	B1	1	protein_coding	KNOWN
Gm12449	ENSMUSG00000081183	3	99463592	99463825	-1	F2.2	1	pseudogene	KNOWN
Gm14610	ENSMUSG00000082426	X	47387020	47387985	-1	A4	1	pseudogene	KNOWN
Cdh4	ENSMUSG00000000305	2	179442431	179899373	1	H4	5	protein_coding	KNOWN
Gm15650	ENSMUSG00000087703	5	35722555	35724485	1	B3	1	antisense	PUTATIVE
Naa50	ENSMUSG00000022698	16	44139830	44163366	1	B4	4	protein_coding	KNOWN
Myzap	ENSMUSG00000041361	9	71504347	71592360	-1	D	5	protein_coding	KNOWN
Kcng2	ENSMUSG00000059852	18	80294544	80364254	-1	E3	1	protein_coding	KNOWN
Gm6153	ENSMUSG00000090994	1	87543635	87544692	-1	D	1	pseudogene	KNOWN
Gm15652	ENSMUSG00000082692	5	35917897	35918201	1	B3	1	pseudogene	KNOWN
Gm6583	ENSMUSG00000051503	5	112353801	112356033	-1	F	1	protein_coding	NOVEL
Ifnab	ENSMUSG00000078353	4	88690599	88691268	-1	C4	1	protein_coding	KNOWN
Ctdp1	ENSMUSG00000033323	18	80407959	80469695	-1	E3	3	protein_coding	KNOWN
Tab1	ENSMUSG00000022414	15	80133154	80161701	1	E1	1	protein_coding	KNOWN
Gm10181	ENSMUSG00000066810	9	25089422	25089490	1	A4	1	protein_coding	KNOWN
Herpud2	ENSMUSG00000008429	9	25108130	25151781	-1	A4	1	protein_coding	KNOWN
Gal3st3	ENSMUSG00000047658	19	5298331	5308738	1	A	1	protein_coding	KNOWN
Gm5832	ENSMUSG00000084021	1	88022381	88023962	1	D	1	pseudogene	KNOWN
2010110P09Rik	ENSMUSG00000030865	7	122219496	122222824	1	F2	2	protein_coding	KNOWN
Srgn	ENSMUSG00000020077	10	62493833	62527451	-1	B4	6	protein_coding	KNOWN
2210406O10Rik	ENSMUSG00000039563	5	36447611	36464853	-1	B3	4	lincRNA	KNOWN
Gm15375	ENSMUSG00000083478	1	88025211	88026059	1	D	1	pseudogene	KNOWN
Mgat3	ENSMUSG00000042428	15	80173721	80215519	1	E1	1	protein_coding	KNOWN
Axl	ENSMUSG00000002602	7	25757273	25788705	-1	A3	8	protein_coding	KNOWN
Asphd2	ENSMUSG00000029348	5	112385448	112392213	-1	F	1	protein_coding	KNOWN
Smcr7l	ENSMUSG00000022412	15	80234080	80253366	1	E1	2	protein_coding	KNOWN
Zfp69	ENSMUSG00000064141	4	120930137	120951699	-1	D2.2	4	protein_coding	KNOWN
Ier2	ENSMUSG00000053560	8	84661331	84662852	-1	C2	1	protein_coding	KNOWN
Gm20528	ENSMUSG00000092220	1	88055393	88218584	-1	D	2	processed_transcript	PUTATIVE
Nacc1	ENSMUSG00000001910	8	84670483	84687862	-1	C2	1	protein_coding	KNOWN
4933401P06Rik	ENSMUSG00000087487	5	36873595	36876879	-1	B3	1	antisense	KNOWN
Sez6l	ENSMUSG00000058153	5	112419151	112577198	-1	F	2	protein_coding	KNOWN
Atf4	ENSMUSG00000042406	15	80255184	80257540	1	E1	1	protein_coding	KNOWN
Prkcb	ENSMUSG00000052889	7	122288751	122634402	1	F2	6	protein_coding	KNOWN
Gm15732	ENSMUSG00000057290	5	37404384	37404941	-1	B3	2	pseudogene	KNOWN
Catsper1	ENSMUSG00000038498	19	5335741	5344153	1	A	1	protein_coding	KNOWN
Ythdf2	ENSMUSG00000040025	4	132184912	132212303	-1	D2.3	4	protein_coding	KNOWN
Rps19bp1	ENSMUSG00000051518	15	80260614	80264306	-1	E1	1	protein_coding	KNOWN
Gm6576	ENSMUSG00000090544	15	27025386	27026207	1	B1	1	protein_coding	KNOWN
Gm15796	ENSMUSG00000089646	5	38507463	38507666	1	B3	1	pseudogene	KNOWN
Ank	ENSMUSG00000022265	15	27466677	27594909	1	B1	2	protein_coding	KNOWN
4930421P07Rik	ENSMUSG00000086422	5	38575031	38575429	1	B3	1	pseudogene	KNOWN
1700021O21Rik	ENSMUSG00000079528	5	38735983	38747897	1	B3	2	antisense	KNOWN
Olfr1389	ENSMUSG00000046575	11	49430427	49431499	1	B1.2	1	protein_coding	KNOWN
Sept7	ENSMUSG00000001833	9	25252439	25308571	1	A4	2	protein_coding	KNOWN
Cst6	ENSMUSG00000024846	19	5344705	5349574	-1	A	1	protein_coding	KNOWN
Cacna1i	ENSMUSG00000022416	15	80287238	80398279	1	E1	6	protein_coding	KNOWN
Klhl9	ENSMUSG00000070923	4	88718292	88722465	-1	C4	1	protein_coding	KNOWN
Rpl7a-ps10	ENSMUSG00000094089	9	97179179	97179979	1	E3.3	1	protein_coding	KNOWN
Banf1	ENSMUSG00000024844	19	5364641	5366645	-1	A	2	protein_coding	KNOWN
4933402D24Rik	ENSMUSG00000025961	1	63754907	63769267	-1	C2	1	protein_coding	KNOWN
Gm13271	ENSMUSG00000094618	4	88754868	88755416	1	C4	1	protein_coding	KNOWN
Rbbp9	ENSMUSG00000027428	2	144542265	144550869	-1	G1	2	protein_coding	KNOWN
Atg2a	ENSMUSG00000024773	19	6241668	6262335	1	A	5	protein_coding	KNOWN
Trim42	ENSMUSG00000032451	9	97349562	97369958	-1	E3.3	1	protein_coding	KNOWN
Ccdc68	ENSMUSG00000038903	18	69925426	69969484	1	E2	4	protein_coding	KNOWN
Sept9	ENSMUSG00000059248	11	117199661	117362325	1	E2	10	protein_coding	KNOWN
Cirh1a	ENSMUSG00000041438	8	106893640	106923093	1	D3	1	protein_coding	KNOWN
Spryd3	ENSMUSG00000036966	15	102116528	102136234	-1	F2	4	protein_coding	KNOWN
Hal	ENSMUSG00000020017	10	93488768	93519304	1	C2	4	protein_coding	KNOWN
Zfp804b	ENSMUSG00000092094	5	6769030	6876523	-1	A1	1	protein_coding	KNOWN
AC133939.1	ENSMUSG00000095159	5	7179365	7180699	1	A1	1	protein_coding	KNOWN
4921511H03Rik	ENSMUSG00000040514	5	7304125	7311491	1	A1	3	protein_coding	KNOWN
Idi1	ENSMUSG00000058258	13	8885501	8892451	1	A1	5	protein_coding	KNOWN
Trmt1	ENSMUSG00000001909	8	84686307	84699808	1	C2	30	protein_coding	KNOWN
Gm7816	ENSMUSG00000083261	5	39798214	39799407	1	B3	2	pseudogene	KNOWN
Gm2810	ENSMUSG00000082938	5	40328438	40329427	1	B3	1	pseudogene	KNOWN
Clstn2	ENSMUSG00000032452	9	97444395	98033181	-1	E3.3	2	protein_coding	KNOWN
Eif1ad	ENSMUSG00000024841	19	5366813	5371511	1	A	1	protein_coding	KNOWN
Gm15865	ENSMUSG00000085529	5	43549930	43557769	-1	B3	1	antisense	NOVEL
Gm15866	ENSMUSG00000087290	5	43557285	43601730	-1	B3	1	antisense	NOVEL
Sart1	ENSMUSG00000039148	19	5377523	5388703	-1	A	1	protein_coding	KNOWN
M6pr-ps	ENSMUSG00000080832	3	99500024	99502645	1	F2.2	2	pseudogene	KNOWN
Gm12448	ENSMUSG00000083938	3	99544447	99544968	-1	F2.2	1	pseudogene	KNOWN
Gm4908	ENSMUSG00000083094	X	47471808	47473019	1	A4	1	pseudogene	KNOWN
Gm16014	ENSMUSG00000086479	5	43876036	43877304	1	B3	1	sense_intronic	PUTATIVE
Gm14608	ENSMUSG00000084348	X	47586018	47587570	1	A4	1	pseudogene	KNOWN
Olfr1388	ENSMUSG00000047702	11	49443853	49444788	1	B1.2	1	protein_coding	KNOWN
E330013P04Rik	ENSMUSG00000053117	19	60144689	60162260	1	D3	1	protein_coding	KNOWN
Gm16015	ENSMUSG00000087281	5	43909215	43909885	-1	B3	1	antisense	NOVEL
Gm16686	ENSMUSG00000085473	4	88755195	88755590	-1	C4	1	protein_coding	KNOWN
Fancc	ENSMUSG00000021461	13	63304709	63497278	-1	B3	17	protein_coding	KNOWN
Cacng3	ENSMUSG00000066189	7	122671744	122769391	1	F2	1	protein_coding	KNOWN
D19Ertd737e	ENSMUSG00000057858	19	60198586	60226697	-1	D3	1	protein_coding	KNOWN
Tsc22d2	ENSMUSG00000027806	3	58415689	58466787	1	D	1	protein_coding	KNOWN
Gm7879	ENSMUSG00000033036	5	43913170	43913898	1	B3	2	pseudogene	KNOWN
Tsga10ip	ENSMUSG00000039330	19	5390049	5394401	-1	A	1	protein_coding	KNOWN
Klf7	ENSMUSG00000025959	1	64029447	64122282	-1	C2	4	protein_coding	KNOWN
Gm13283	ENSMUSG00000094355	4	88760774	88761584	1	C4	1	protein_coding	NOVEL
Rbbp6	ENSMUSG00000030779	7	122965686	123002557	1	F2	7	protein_coding	KNOWN
Gm15373	ENSMUSG00000082837	1	88097918	88098131	1	D	1	pseudogene	KNOWN
4930481A15Rik	ENSMUSG00000086938	19	5406740	5422847	1	A	5	protein_coding	NOVEL
Gm15372	ENSMUSG00000084195	1	88126776	88127609	1	D	1	pseudogene	KNOWN
Cpne7	ENSMUSG00000034796	8	123117374	123135182	1	E1	5	protein_coding	KNOWN
Gm6480	ENSMUSG00000082894	X	47724528	47726413	1	A4	1	pseudogene	KNOWN
Cyp2s1	ENSMUSG00000040703	7	25802475	25816913	-1	A3	4	protein_coding	KNOWN
Hmgb3	ENSMUSG00000015217	X	71555918	71560676	1	A7.3	6	protein_coding	KNOWN
Serp1	ENSMUSG00000027808	3	58521969	58525873	-1	D	1	protein_coding	KNOWN
Ppfibp1	ENSMUSG00000016487	6	146888487	147032025	1	G3	9	protein_coding	KNOWN
Sec23b	ENSMUSG00000027429	2	144556229	144590749	1	G1	8	protein_coding	KNOWN
Gm10711	ENSMUSG00000074518	2	179893909	179894693	1	H4	1	protein_coding	KNOWN
Gpm6a	ENSMUSG00000031517	8	54954728	55060877	1	B1.3	1	protein_coding	KNOWN
Gm14648	ENSMUSG00000068014	X	47900345	47900827	1	A5	1	pseudogene	KNOWN
Taf4a	ENSMUSG00000039117	2	179912146	179976646	-1	H4	4	protein_coding	KNOWN
Gm13290	ENSMUSG00000094271	4	88773834	88774801	1	C4	1	protein_coding	NOVEL
Gm7212	ENSMUSG00000081180	X	48302876	48303223	-1	A5	1	pseudogene	KNOWN
Rab27b	ENSMUSG00000024511	18	69979131	70141605	-1	E2	4	protein_coding	KNOWN
Gm12450	ENSMUSG00000083504	3	99728097	99728564	-1	F2.2	1	pseudogene	KNOWN
Rpl36-ps7	ENSMUSG00000080754	3	100008360	100008674	1	F2.2	1	pseudogene	KNOWN
Eif2a	ENSMUSG00000027810	3	58525821	58557501	1	D	7	protein_coding	KNOWN
Olfr1387	ENSMUSG00000063386	11	49459681	49460616	1	B1.2	1	protein_coding	KNOWN
Smap2	ENSMUSG00000032870	4	120968317	121017247	-1	D2.2	2	protein_coding	KNOWN
Olfr1386	ENSMUSG00000062285	11	49470054	49471181	1	B1.2	1	protein_coding	KNOWN
Gm12457	ENSMUSG00000082763	3	100078477	100078644	-1	F2.2	1	pseudogene	KNOWN
Gsn	ENSMUSG00000026879	2	35279663	35307892	1	B	4	protein_coding	KNOWN
B930086A06Rik	ENSMUSG00000085244	3	100100684	100106895	-1	F2.2	2	lincRNA	KNOWN
Gm6434	ENSMUSG00000091233	7	25882012	25882407	-1	A3	1	protein_coding	KNOWN
Tnrc6a	ENSMUSG00000052707	7	123123885	123195288	1	F2	1	protein_coding	KNOWN
Cyp2b10	ENSMUSG00000030483	7	25897620	25926624	1	A3	3	protein_coding	KNOWN
Gm608	ENSMUSG00000068284	16	44173246	44227465	1	B4	4	protein_coding	KNOWN
Olfr1385	ENSMUSG00000059729	11	49494535	49495464	1	B1.2	1	protein_coding	KNOWN
Nfatc1	ENSMUSG00000033016	18	80606205	80713071	-1	E3	4	protein_coding	KNOWN
Gm11733	ENSMUSG00000069588	11	117484368	117489014	1	E2	1	protein_coding	NOVEL
Gm13030	ENSMUSG00000078518	4	138870992	138873964	-1	D3	1	protein_coding	PUTATIVE
Tnrc6c	ENSMUSG00000025571	11	117654289	117763439	1	E2	6	protein_coding	KNOWN
Olfr1384	ENSMUSG00000044170	11	49513618	49514651	1	B1.2	1	protein_coding	KNOWN
Slc5a11	ENSMUSG00000030769	7	123214780	123273253	1	F3	7	protein_coding	KNOWN
Creb1	ENSMUSG00000025958	1	64532804	64604547	1	C2	3	protein_coding	KNOWN
Eepd1	ENSMUSG00000036611	9	25481547	25604110	1	A4	2	protein_coding	KNOWN
Drap1	ENSMUSG00000024914	19	5422805	5424979	-1	A	10	protein_coding	KNOWN
Fam105b	ENSMUSG00000046034	15	27605919	27630693	-1	B1	1	protein_coding	KNOWN
Gm13289	ENSMUSG00000096582	4	88776922	88777470	1	C4	1	protein_coding	NOVEL
Ykt6	ENSMUSG00000002741	11	5955693	5967780	1	A1	2	protein_coding	KNOWN
Cyp2b13	ENSMUSG00000040583	7	26061495	26096196	1	A3	1	protein_coding	KNOWN
Rpl10a-ps2	ENSMUSG00000061988	13	8940333	8940977	-1	A1	1	protein_coding	KNOWN
Prlhr	ENSMUSG00000045052	19	60466733	60468304	-1	D3	1	protein_coding	KNOWN
Gm7219	ENSMUSG00000081526	X	48889879	48890175	-1	A5	1	pseudogene	KNOWN
Gm9745	ENSMUSG00000021148	13	8941705	8944300	-1	A1	1	protein_coding	KNOWN
Gm15035	ENSMUSG00000083529	X	48963763	48965479	-1	A5	1	pseudogene	KNOWN
Cyp2b9	ENSMUSG00000040660	7	26173411	26210661	1	A3	1	protein_coding	KNOWN
2700078E11Rik	ENSMUSG00000033417	19	60524696	60581023	-1	D3	3	protein_coding	KNOWN
Gm12464	ENSMUSG00000081440	3	100413560	100414560	1	F2.2	1	pseudogene	KNOWN
Pla2g2e	ENSMUSG00000028751	4	138877942	138882817	1	D3	3	protein_coding	KNOWN
Arhgap17	ENSMUSG00000030766	7	123279150	123369915	-1	F3	3	protein_coding	KNOWN
Vmn1r184	ENSMUSG00000046130	7	26266831	26267775	1	A3	1	protein_coding	KNOWN
Adam29	ENSMUSG00000046258	8	55870912	55906948	-1	B2	1	protein_coding	KNOWN
Lsm14b	ENSMUSG00000039108	2	180024987	180035465	1	H4	3	protein_coding	KNOWN
Glipr2	ENSMUSG00000028480	4	43957401	43979118	1	B1	2	protein_coding	KNOWN
Cyp2a4	ENSMUSG00000074254	7	26307190	26315088	1	A3	1	protein_coding	KNOWN
Zfp414	ENSMUSG00000073423	17	33629090	33631779	1	B1	7	protein_coding	KNOWN
Atp9b	ENSMUSG00000024566	18	80734143	80934058	-1	E3	1	protein_coding	KNOWN
Idi2	ENSMUSG00000033520	13	8952863	8960935	1	A1	1	protein_coding	KNOWN
Cgnl1	ENSMUSG00000032232	9	71626509	71771602	-1	D	6	protein_coding	KNOWN
Fam105a	ENSMUSG00000056069	15	27655071	27681542	-1	B1	1	protein_coding	KNOWN
AC164004.1	ENSMUSG00000093859	5	43917320	43918222	1	B3	1	retrotransposed	NOVEL
Gm10205	ENSMUSG00000067331	5	44983861	44984242	-1	B3	1	pseudogene	KNOWN
Gm7931	ENSMUSG00000067321	5	46414344	46414616	1	B3	1	pseudogene	KNOWN
Gm15370	ENSMUSG00000081261	1	88129581	88129833	1	D	1	pseudogene	KNOWN
Agtr1a	ENSMUSG00000049115	13	30336441	30382867	1	A3.2	2	protein_coding	KNOWN
Drp2	ENSMUSG00000000223	X	134404551	134456573	1	E3	6	protein_coding	KNOWN
Nlrp9c	ENSMUSG00000040614	7	26322473	26403700	-1	A3	5	protein_coding	KNOWN
Gm15369	ENSMUSG00000081602	1	88146376	88146769	1	D	1	pseudogene	KNOWN
4930518C09Rik	ENSMUSG00000092309	5	48003066	48005707	-1	B3	1	processed_transcript	NOVEL
Gm15374	ENSMUSG00000082513	1	88151038	88151881	1	D	1	pseudogene	KNOWN
Gm20475	ENSMUSG00000092559	5	48005784	48007923	1	B3	1	processed_transcript	PUTATIVE
Psma7	ENSMUSG00000027566	2	180036373	180042433	-1	H4	7	protein_coding	KNOWN
Gm15371	ENSMUSG00000082677	1	88153788	88154571	1	D	1	pseudogene	KNOWN
5730480H06Rik	ENSMUSG00000093459	5	48395573	48414294	1	B3	1	processed_transcript	NOVEL
Gm15368	ENSMUSG00000081488	1	88186662	88187519	1	D	1	pseudogene	KNOWN
Gtpbp4	ENSMUSG00000021149	13	8972071	8996017	-1	A1	1	protein_coding	KNOWN
Gm20700	ENSMUSG00000093502	5	48590889	48599993	1	B3	1	processed_transcript	NOVEL
Gm15376	ENSMUSG00000083277	1	88191901	88192683	1	D	1	pseudogene	KNOWN
2310002L13Rik	ENSMUSG00000024512	18	70240429	70244584	-1	E2	1	protein_coding	KNOWN
Fundc2	ENSMUSG00000031198	X	75382399	75396459	1	A7.3	3	protein_coding	KNOWN
Gm19031	ENSMUSG00000093748	5	48665905	48667269	1	B3	1	pseudogene	KNOWN
Fbxo2	ENSMUSG00000041556	4	148160621	148166424	1	E2	1	protein_coding	KNOWN
4930453O03Rik	ENSMUSG00000085420	1	88347489	88352930	-1	D	1	antisense	NOVEL
4930503L19Rik	ENSMUSG00000044906	18	70453140	70472480	-1	E2	1	protein_coding	KNOWN
Gm10025	ENSMUSG00000057577	5	48924116	48924491	1	B3	1	pseudogene	KNOWN
Gm10048	ENSMUSG00000058754	5	48927861	48928234	-1	B3	1	pseudogene	KNOWN
Gm19932	ENSMUSG00000093490	5	49423841	49424155	1	B3	1	pseudogene	KNOWN
Gm7785	ENSMUSG00000083064	1	91296045	91296936	1	D	1	pseudogene	KNOWN
Gm5555	ENSMUSG00000083477	5	49552257	49553270	1	B3	1	pseudogene	KNOWN
Gm17090	ENSMUSG00000090322	1	91305092	91321101	-1	D	1	antisense	PUTATIVE
